Symbol,Name,IPOyear,Sector,Industry,List
RCM,R1 RCM Inc.,n/a,Consumer Services,Other Consumer Services,NASDAQ
RARX,"Ra Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals,NASDAQ
RADA,RADA Electronic Industries Ltd.,n/a,Technology,Electronic Components,NASDAQ
RDCM,Radcom Ltd.,1997,Technology,Computer peripheral equipment,NASDAQ
RDUS,"Radius Health, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
RDNT,"RadNet, Inc.",n/a,Health Care,Medical Specialities,NASDAQ
RDWR,Radware Ltd.,1999,Miscellaneous,Business Services,NASDAQ
METC,"Ramaco Resources, Inc.",2017,Energy,Coal Mining,NASDAQ
RMBS,"Rambus, Inc.",1997,Technology,Semiconductors,NASDAQ
RAND,Rand Capital Corporation,n/a,Consumer Non-Durables,Textiles,NASDAQ
RNDB,"Randolph Bancorp, Inc.",2016,Finance,Major Banks,NASDAQ
RPD,"Rapid7, Inc.",2015,Technology,Computer Software: Prepackaged Software,NASDAQ
RAPT,"RAPT Therapeutics, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
RTLR,Rattler Midstream LP,2019,Public Utilities,Natural Gas Distribution,NASDAQ
RAVE,"Rave Restaurant Group, Inc.",n/a,Consumer Non-Durables,Food Distributors,NASDAQ
RAVN,"Raven Industries, Inc.",n/a,Capital Goods,Specialty Chemicals,NASDAQ
RBB,RBB Bancorp,2017,Finance,Major Banks,NASDAQ
ROLL,RBC Bearings Incorporated,2005,Capital Goods,Metal Fabrications,NASDAQ
RICK,"RCI Hospitality Holdings, Inc.",1995,Consumer Services,Restaurants,NASDAQ
RCMT,"RCM Technologies, Inc.",n/a,Technology,Professional Services,NASDAQ
RDI,Reading International Inc,n/a,Consumer Services,Movies/Entertainment,NASDAQ
RDIB,Reading International Inc,n/a,Consumer Services,Movies/Entertainment,NASDAQ
BLCN,Reality Shares Nasdaq NextGen Economy ETF,n/a,n/a,n/a,NASDAQ
RNWK,"RealNetworks, Inc.",1997,Technology,EDP Services,NASDAQ
RP,"RealPage, Inc.",2010,Technology,Computer Software: Prepackaged Software,NASDAQ
RETA,"Reata Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals,NASDAQ
RCON,"Recon Technology, Ltd.",2009,Energy,Oilfield Services/Equipment,NASDAQ
REPH,"Recro Pharma, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
RRBI,"Red River Bancshares, Inc.",2019,Finance,Major Banks,NASDAQ
RRGB,"Red Robin Gourmet Burgers, Inc.",2002,Consumer Services,Restaurants,NASDAQ
RRR,"Red Rock Resorts, Inc.",2016,Consumer Services,Hotels/Resorts,NASDAQ
RDVT,"Red Violet, Inc.",n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
RDFN,Redfin Corporation,2017,Finance,Real Estate,NASDAQ
RDHL,Redhill Biopharma Ltd.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
RBZ,Reebonz Holding Limited,2017,Consumer Services,Catalog/Specialty Distribution,NASDAQ
REED,"Reeds, Inc.",n/a,Consumer Non-Durables,Beverages (Production/Distribution),NASDAQ
REG,Regency Centers Corporation,1993,Consumer Services,Real Estate Investment Trusts,NASDAQ
REGN,"Regeneron Pharmaceuticals, Inc.",1991,Health Care,Major Pharmaceuticals,NASDAQ
RGNX,REGENXBIO Inc.,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RGLS,Regulus Therapeutics Inc.,2012,Health Care,Major Pharmaceuticals,NASDAQ
REKR,"Rekor Systems, Inc.",n/a,Capital Goods,Telecommunications Equipment,NASDAQ
RBNC,"Reliant Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
RELV,"Reliv&#39; International, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
RLMD,"Relmada Therapeutics, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
MARK,"Remark Holdings, Inc.",n/a,Consumer Services,Telecommunications Equipment,NASDAQ
RNST,Renasant Corporation,n/a,Finance,Major Banks,NASDAQ
REGI,"Renewable Energy Group, Inc.",2012,Basic Industries,Major Chemicals,NASDAQ
RCII,Rent-A-Center Inc.,1995,Technology,Diversified Commercial Services,NASDAQ
RPAY,Repay Holdings Corporation,2018,Miscellaneous,Business Services,NASDAQ
RGEN,Repligen Corporation,1986,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
REPL,"Replimune Group, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
KRMD,"Repro Med Systems, Inc.",n/a,Health Care,Medical/Dental Instruments,NASDAQ
RBCAA,"Republic Bancorp, Inc.",1998,Finance,Major Banks,NASDAQ
FRBK,"Republic First Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
REFR,Research Frontiers Incorporated,n/a,Miscellaneous,Multi-Sector Companies,NASDAQ
RSSS,"Research Solutions, Inc",n/a,Miscellaneous,Business Services,NASDAQ
RESN,Resonant Inc.,2014,Technology,Semiconductors,NASDAQ
RECN,"Resources Connection, Inc.",2000,Miscellaneous,Business Services,NASDAQ
TORC,"resTORbio, Inc.",2018,Health Care,Major Pharmaceuticals,NASDAQ
ROIC,Retail Opportunity Investments Corp.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
RETO,"ReTo Eco-Solutions, Inc.",2017,Capital Goods,Industrial Machinery/Components,NASDAQ
RTRX,"Retrophin, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
RVNC,"Revance Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
RVMD,"Revolution Medicines, Inc.",2020,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RWLK,ReWalk Robotics Ltd.,2014,Health Care,Industrial Specialties,NASDAQ
REXN,"Rexahn Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
REYN,Reynolds Consumer Products Inc.,2020,Consumer Durables,Containers/Packaging,NASDAQ
RFIL,"RF Industries, Ltd.",n/a,Capital Goods,Electrical Products,NASDAQ
RGCO,RGC Resources Inc.,n/a,Public Utilities,Oil & Gas Production,NASDAQ
RBKB,"Rhinebeck Bancorp, Inc.",2019,Finance,Banks,NASDAQ
RYTM,"Rhythm Pharmaceuticals, Inc.",2017,Health Care,Major Pharmaceuticals,NASDAQ
RBBN,Ribbon Communications Inc. ,n/a,Technology,EDP Services,NASDAQ
RIBT,RiceBran Technologies,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
RELL,"Richardson Electronics, Ltd.",1983,Technology,Electronic Components,NASDAQ
RMBI,"Richmond Mutual Bancorporation, Inc.",2019,Finance,Major Banks,NASDAQ
RIGL,"Rigel Pharmaceuticals, Inc.",2000,Health Care,Major Pharmaceuticals,NASDAQ
RNET,"RigNet, Inc.",2010,Consumer Services,Telecommunications Equipment,NASDAQ
RMNI,"Rimini Street, Inc.",2015,Miscellaneous,Business Services,NASDAQ
RIOT,"Riot Blockchain, Inc",n/a,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,NASDAQ
REDU,RISE Education Cayman Ltd,2017,Consumer Services,Other Consumer Services,NASDAQ
RTTR,"Ritter Pharmaceuticals, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
RVSB,Riverview Bancorp Inc,n/a,Finance,Savings Institutions,NASDAQ
RIVE,Riverview Financial Corporation,n/a,Finance,Major Banks,NASDAQ
RCKT,"Rocket Pharmaceuticals, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
RMTI,"Rockwell Medical, Inc.",1998,Health Care,Major Pharmaceuticals,NASDAQ
RCKY,"Rocky Brands, Inc.",1993,Consumer Non-Durables,Shoe Manufacturing,NASDAQ
RMCF,"Rocky Mountain Chocolate Factory, Inc.",n/a,Consumer Non-Durables,Specialty Foods,NASDAQ
ROKU,"Roku, Inc.",2017,Consumer Services,Television Services,NASDAQ
ROSE,Rosehill Resources Inc.,2016,Energy,Oil & Gas Production,NASDAQ
ROSEU,Rosehill Resources Inc.,2016,Energy,Oil & Gas Production,NASDAQ
ROSEW,Rosehill Resources Inc.,2016,Energy,Oil & Gas Production,NASDAQ
ROST,"Ross Stores, Inc.",1985,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
RGLD,"Royal Gold, Inc.",n/a,Basic Industries,Precious Metals,NASDAQ
RTIX,"RTI Surgical Holdings, Inc.",2000,Health Care,Industrial Specialties,NASDAQ
RBCN,"Rubicon Technology, Inc.",2007,Technology,Semiconductors,NASDAQ
RUBY,"Rubius Therapeutics, Inc.",2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
RUHN,Ruhnn Holding Limited,2019,Consumer Services,Catalog/Specialty Distribution,NASDAQ
RMBL,"RumbleOn, Inc.",n/a,Technology,EDP Services,NASDAQ
RUSHA,"Rush Enterprises, Inc.",n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
RUSHB,"Rush Enterprises, Inc.",n/a,Consumer Durables,Automotive Aftermarket,NASDAQ
RUTH,"Ruth&#39;s Hospitality Group, Inc.",2005,Consumer Services,Restaurants,NASDAQ
RYAAY,Ryanair Holdings plc,1997,Transportation,Air Freight/Delivery Services,NASDAQ
STBA,"S&T Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
SANW,S&W Seed Company,n/a,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
SBRA,"Sabra Health Care REIT, Inc.",n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SABR,Sabre Corporation,2014,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SAEX,"SAExploration Holdings, Inc.",n/a,Energy,Oil & Gas Production,NASDAQ
SFET,Safe-T Group Ltd.,2018,Technology,Computer Software: Prepackaged Software,NASDAQ
SAFT,"Safety Insurance Group, Inc.",2002,Finance,Property-Casualty Insurers,NASDAQ
SGA,"Saga Communications, Inc.",n/a,Consumer Services,Broadcasting,NASDAQ
SAGE,"Sage Therapeutics, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
SAIA,"Saia, Inc.",n/a,Transportation,Trucking Freight/Courier Services,NASDAQ
SLRX,"Salarius Pharmaceuticals, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
SALM,"Salem Media Group, Inc.",1999,Consumer Services,Broadcasting,NASDAQ
SAL,"Salisbury Bancorp, Inc.",n/a,Finance,Savings Institutions,NASDAQ
SAFM,"Sanderson Farms, Inc.",1987,Consumer Non-Durables,Meat/Poultry/Fish,NASDAQ
SASR,"Sandy Spring Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
SGMO,"Sangamo Therapeutics, Inc.",2000,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SANM,Sanmina Corporation,1993,Technology,Electrical Products,NASDAQ
SNY,Sanofi,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SPNS,Sapiens International Corporation N.V.,1992,Technology,Computer Software: Prepackaged Software,NASDAQ
SRPT,"Sarepta Therapeutics, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
STSA,"Satsuma Pharmaceuticals, Inc.",2019,Health Care,Major Pharmaceuticals,NASDAQ
SVRA,"Savara, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
SBFG,"SB Financial Group, Inc.",n/a,Finance,Major Banks,NASDAQ
SBBX,SB One Bancorp,n/a,Finance,Major Banks,NASDAQ
SBAC,SBA Communications Corporation,1999,Consumer Services,Real Estate Investment Trusts,NASDAQ
SCSC,"ScanSource, Inc.",n/a,Technology,Retail: Computer Software & Peripheral Equipment,NASDAQ
SMIT,"Schmitt Industries, Inc.",n/a,Capital Goods,Industrial Machinery/Components,NASDAQ
SCHN,"Schnitzer Steel Industries, Inc.",1993,Consumer Durables,Industrial Specialties,NASDAQ
SRRK,Scholar Rock Holding Corporation,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SCHL,Scholastic Corporation,1992,Consumer Services,Books,NASDAQ
SDGR,"Schrodinger, Inc.",2020,Health Care,Major Pharmaceuticals,NASDAQ
SAMA,Schultze Special Purpose Acquisition Corp.,2019,Finance,Business Services,NASDAQ
SAMAU,Schultze Special Purpose Acquisition Corp.,2018,Finance,Business Services,NASDAQ
SAMAW,Schultze Special Purpose Acquisition Corp.,2019,Finance,Business Services,NASDAQ
SGMS,Scientific Games Corp,n/a,Technology,EDP Services,NASDAQ
SCPL,SciPlay Corporation,2019,Technology,EDP Services,NASDAQ
SCPH,scPharmaceuticals Inc.,2017,Health Care,Major Pharmaceuticals,NASDAQ
WORX,SCWorx Corp.,2016,Consumer Services,Services-Misc. Amusement & Recreation,NASDAQ
SCYX,"SCYNEXIS, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
SEAC,"SeaChange International, Inc.",1996,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SBCF,Seacoast Banking Corporation of Florida,n/a,Finance,Major Banks,NASDAQ
STX,Seagate Technology PLC,2002,Technology,Electronic Components,NASDAQ
SHIP,Seanergy Maritime Holdings Corp,n/a,Transportation,Marine Transportation,NASDAQ
SHIPW,Seanergy Maritime Holdings Corp,n/a,Transportation,Marine Transportation,NASDAQ
SHIPZ,Seanergy Maritime Holdings Corp,n/a,Transportation,Marine Transportation,NASDAQ
SPNE,SeaSpine Holdings Corporation,n/a,Health Care,Medical/Dental Instruments,NASDAQ
SGEN,"Seattle Genetics, Inc.",2001,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
EYES,"Second Sight Medical Products, Inc.",2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
EYESW,"Second Sight Medical Products, Inc.",n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SECO,Secoo Holding Limited,2017,Consumer Services,Other Specialty Stores,NASDAQ
SCWX,SecureWorks Corp.,2016,Technology,Computer Software: Prepackaged Software,NASDAQ
SNFCA,Security National Financial Corporation,n/a,Finance,Finance: Consumer Services,NASDAQ
SEEL,"Seelos Therapeutics, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
SEIC,SEI Investments Company,1981,Finance,Investment Bankers/Brokers/Service,NASDAQ
SLCT,"Select Bancorp, Inc.",n/a,Finance,Major Banks,NASDAQ
SIC,"Select Interior Concepts, Inc.",n/a,Basic Industries,Homebuilding,NASDAQ
SELB,"Selecta Biosciences, Inc.",2016,Health Care,Major Pharmaceuticals,NASDAQ
SIGI,"Selective Insurance Group, Inc.",n/a,Finance,Property-Casualty Insurers,NASDAQ
SLS,"SELLAS Life Sciences Group, Inc. ",n/a,Health Care,Major Pharmaceuticals,NASDAQ
LEDS,SemiLEDS Corporation,2010,Technology,Semiconductors,NASDAQ
SMTC,Semtech Corporation,n/a,Technology,Semiconductors,NASDAQ
SNCA,"Seneca Biopharma, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SENEA,Seneca Foods Corp.,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
SENEB,Seneca Foods Corp.,n/a,Consumer Non-Durables,Packaged Foods,NASDAQ
SNES,"SenesTech, Inc.",2016,Basic Industries,Agricultural Chemicals,NASDAQ
AIHS,Senmiao Technology Limited,2018,Finance,Finance: Consumer Services,NASDAQ
SRTS,"Sensus Healthcare, Inc.",2016,Health Care,Medical/Dental Instruments,NASDAQ
SRTSW,"Sensus Healthcare, Inc.",2016,Health Care,Medical/Dental Instruments,NASDAQ
SQBG,"Sequential Brands Group, Inc.",n/a,Consumer Non-Durables,Apparel,NASDAQ
MCRB,"Seres Therapeutics, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
SVC,Service Properties Trust,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SREV,"ServiceSource International, Inc.",2011,Miscellaneous,Business Services,NASDAQ
SFBS,"ServisFirst Bancshares, Inc.",2014,Finance,Major Banks,NASDAQ
SESN,"Sesen Bio, Inc.",2014,Health Care,Major Pharmaceuticals,NASDAQ
SVBI,Severn Bancorp Inc,n/a,Finance,Major Banks,NASDAQ
SGBX,"SG Blocks, Inc.",2017,Consumer Services,RETAIL: Building Materials,NASDAQ
SGOC,"SGOCO Group, Ltd",2010,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SMED,Sharps Compliance Corp.,n/a,Basic Industries,Environmental Services,NASDAQ
SHSP,"SharpSpring, Inc.",n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
SHEN,Shenandoah Telecommunications Co,n/a,Public Utilities,Telecommunications Equipment,NASDAQ
PIXY,"ShiftPixy, Inc.",2017,Technology,Diversified Commercial Services,NASDAQ
SHLO,"Shiloh Industries, Inc.",1993,Capital Goods,Industrial Specialties,NASDAQ
SCCI,"Shimmick Construction Company, Inc.",n/a,n/a,n/a,NASDAQ
TYHT,"Shineco, Inc.",2016,Consumer Non-Durables,Farming/Seeds/Milling,NASDAQ
SWAV,"ShockWave Medical, Inc.",2019,Health Care,Medical/Dental Instruments,NASDAQ
SCVL,"Shoe Carnival, Inc.",1993,Consumer Services,Clothing/Shoe/Accessory Stores,NASDAQ
SHBI,Shore Bancshares Inc,n/a,Finance,Major Banks,NASDAQ
SSTI,"ShotSpotter, Inc.",2017,Technology,Computer Software: Prepackaged Software,NASDAQ
SIBN,"SI-BONE, Inc.",2018,Health Care,Medical/Dental Instruments,NASDAQ
SIEB,Siebert Financial Corp.,n/a,Finance,Investment Bankers/Brokers/Service,NASDAQ
SIEN,"Sientra, Inc.",2014,Health Care,Industrial Specialties,NASDAQ
BSRR,Sierra Bancorp,n/a,Finance,Major Banks,NASDAQ
SRRA,"Sierra Oncology, Inc.",2015,Health Care,Major Pharmaceuticals,NASDAQ
SWIR,"Sierra Wireless, Inc.",n/a,Technology,Radio And Television Broadcasting And Communications Equipment,NASDAQ
SIFY,Sify Technologies Limited,n/a,Technology,"Computer Software: Programming, Data Processing",NASDAQ
SIGA,SIGA Technologies Inc.,n/a,Health Care,Major Pharmaceuticals,NASDAQ
SGLB,"Sigma Labs, Inc.",n/a,Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SGLBW,"Sigma Labs, Inc.",n/a,Consumer Durables,Miscellaneous manufacturing industries,NASDAQ
SGMA,"SigmaTron International, Inc.",1994,Technology,Electrical Products,NASDAQ
SBNY,Signature Bank,2004,Finance,Major Banks,NASDAQ
SLGN,Silgan Holdings Inc.,1997,Consumer Durables,Containers/Packaging,NASDAQ
SILC,Silicom Ltd,n/a,Technology,Computer Communications Equipment,NASDAQ
SLAB,"Silicon Laboratories, Inc.",2000,Technology,Semiconductors,NASDAQ
SIMO,Silicon Motion Technology Corporation,2005,Technology,Semiconductors,NASDAQ
SILK,"Silk Road Medical, Inc.",2019,Health Care,Medical/Dental Instruments,NASDAQ
SSPK,Silver Spike Acquisition Corp.,2019,Finance,Business Services,NASDAQ
SSPKU,Silver Spike Acquisition Corp.,2019,Finance,Business Services,NASDAQ
SSPKW,Silver Spike Acquisition Corp.,2019,Finance,Business Services,NASDAQ
SAMG,Silvercrest Asset Management Group Inc.,2013,Finance,Investment Managers,NASDAQ
SSNT,"SilverSun Technologies, Inc.",n/a,Miscellaneous,Business Services,NASDAQ
SFNC,Simmons First National Corporation,n/a,Finance,Major Banks,NASDAQ
SLP,"Simulations Plus, Inc.",n/a,Technology,EDP Services,NASDAQ
SINA,Sina Corporation,n/a,Technology,Computer Software: Prepackaged Software,NASDAQ
SBGI,"Sinclair Broadcast Group, Inc.",1995,Consumer Services,Broadcasting,NASDAQ
SINO,"Sino-Global Shipping America, Ltd.",n/a,Transportation,Oil Refining/Marketing,NASDAQ
SVA,"Sinovac Biotech, Ltd.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
SINT,"SiNtx Technologies, Inc.",2014,Health Care,Medical/Dental Instruments,NASDAQ
SG,"Sirius International Insurance Group, Ltd.",n/a,Finance,Property-Casualty Insurers,NASDAQ
SIRI,Sirius XM Holdings Inc.,n/a,Consumer Services,Broadcasting,NASDAQ
SRVA,"SIRVA, Inc.",n/a,n/a,n/a,NASDAQ
SITM,SiTime Corporation,2019,Technology,Semiconductors,NASDAQ
SKYS,"Sky Solar Holdings, Ltd.",2014,Public Utilities,Electric Utilities: Central,NASDAQ
SKYW,"SkyWest, Inc.",1986,Transportation,Air Freight/Delivery Services,NASDAQ
SWKS,"Skyworks Solutions, Inc.",n/a,Technology,Semiconductors,NASDAQ
SNBR,Sleep Number Corporation,n/a,Consumer Durables,Home Furnishings,NASDAQ
SLM,SLM Corporation,n/a,Finance,Finance: Consumer Services,NASDAQ
SLMBP,SLM Corporation,n/a,Finance,Finance: Consumer Services,NASDAQ
SGH,"SMART Global Holdings, Inc.",2017,Technology,Semiconductors,NASDAQ
SND,"Smart Sand, Inc.",2016,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),NASDAQ
SMBK,"SmartFinancial, Inc.",n/a,Finance,Major Banks,NASDAQ
SDC,"SmileDirectClub, Inc.",2019,Health Care,Medical/Dental Instruments,NASDAQ
SMSI,"Smith Micro Software, Inc.",1995,Technology,Computer Software: Prepackaged Software,NASDAQ
SMTX,SMTC Corporation,2000,Technology,Electrical Products,NASDAQ
SCKT,"Socket Mobile, Inc.",n/a,Technology,Computer Manufacturing,NASDAQ
GIGE,SoFi Gig Economy ETF,n/a,n/a,n/a,NASDAQ
SAQN,Software Acquisition Group Inc.,2020,Finance,Business Services,NASDAQ
SAQNU,Software Acquisition Group Inc.,2019,Finance,Business Services,NASDAQ
SAQNW,Software Acquisition Group Inc.,2020,Finance,Business Services,NASDAQ
SOHU,Sohu.com Limited ,n/a,Technology,EDP Services,NASDAQ
SLRC,Solar Capital Ltd.,2010,n/a,n/a,NASDAQ
SUNS,Solar Senior Capital Ltd.,n/a,n/a,n/a,NASDAQ
SEDG,"SolarEdge Technologies, Inc.",2015,Technology,Semiconductors,NASDAQ
SLNO,"Soleno Therapeutics, Inc.",2014,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,NASDAQ
SLGL,Sol-Gel Technologies Ltd.,2018,Health Care,Major Pharmaceuticals,NASDAQ
SLDB,Solid Biosciences Inc.,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SNGX,"Soligenix, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
SNGXW,"Soligenix, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
SOLY,"Soliton, Inc.",2019,Health Care,Medical/Dental Instruments,NASDAQ
SONM,"Sonim Technologies, Inc.",2019,Public Utilities,Telecommunications Equipment,NASDAQ
SNOA,"Sonoma Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
SONO,"Sonos, Inc.",2018,Consumer Non-Durables,Consumer Electronics/Appliances,NASDAQ
SORL,"SORL Auto Parts, Inc.",n/a,Capital Goods,Auto Parts:O.E.M.,NASDAQ
SRNE,"Sorrento Therapeutics, Inc.",n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
SOHO,Sotherly Hotels Inc.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHOB,Sotherly Hotels Inc.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHON,Sotherly Hotels Inc.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SOHOO,Sotherly Hotels Inc.,n/a,Consumer Services,Real Estate Investment Trusts,NASDAQ
SFBC,"Sound Financial Bancorp, Inc.",n/a,Finance,Savings Institutions,NASDAQ
SMMC,South Mountain Merger Corp.,2019,Finance,Business Services,NASDAQ
SMMCU,South Mountain Merger Corp.,2019,Finance,Business Services,NASDAQ
SMMCW,South Mountain Merger Corp.,2019,Finance,Business Services,NASDAQ
SPFI,"South Plains Financial, Inc.",2019,Finance,Major Banks,NASDAQ
SSB,South State Corporation,n/a,Finance,Major Banks,NASDAQ
SFST,"Southern First Bancshares, Inc.",n/a,Finance,Major Banks,NASDAQ
SMBC,"Southern Missouri Bancorp, Inc.",n/a,Finance,Banks,NASDAQ
SONA,"Southern National Bancorp of Virginia, Inc.",n/a,Finance,Major Banks,NASDAQ
SBSI,"Southside Bancshares, Inc.",n/a,Finance,Major Banks,NASDAQ
SY,So-Young International Inc.,2019,Technology,EDP Services,NASDAQ
SP,SP Plus Corporation,n/a,Consumer Services,Rental/Leasing Companies,NASDAQ
SGRP,"SPAR Group, Inc.",n/a,Miscellaneous,Business Services,NASDAQ
SPKE,"Spark Energy, Inc.",2014,Public Utilities,Power Generation,NASDAQ
SPKEP,"Spark Energy, Inc.",n/a,Public Utilities,Power Generation,NASDAQ
SPAR,"Spartan Motors, Inc.",n/a,Capital Goods,Auto Manufacturing,NASDAQ
SPTN,SpartanNash Company,n/a,Consumer Non-Durables,Food Distributors,NASDAQ
DWFI,SPDR Dorsey Wright Fixed Income Allocation ETF,n/a,n/a,n/a,NASDAQ
SPPI,"Spectrum Pharmaceuticals, Inc.",n/a,Health Care,Major Pharmaceuticals,NASDAQ
SPRO,"Spero Therapeutics, Inc.",2017,Health Care,Major Pharmaceuticals,NASDAQ
ANY,Sphere 3D Corp.,n/a,Technology,EDP Services,NASDAQ
SPI,"SPI Energy Co., Ltd.",n/a,Technology,Semiconductors,NASDAQ
SAVE,"Spirit Airlines, Inc.",n/a,Transportation,Air Freight/Delivery Services,NASDAQ
STXB,"Spirit of Texas Bancshares, Inc.",2018,Finance,Major Banks,NASDAQ
SPLK,Splunk Inc.,2012,Technology,Computer Software: Prepackaged Software,NASDAQ
SPOK,"Spok Holdings, Inc.",n/a,Public Utilities,Telecommunications Equipment,NASDAQ
SPWH,"Sportsman&#39;s Warehouse Holdings, Inc.",2014,Consumer Services,Other Specialty Stores,NASDAQ
SBPH,"Spring Bank Pharmaceuticals, Inc.",2016,Health Care,Major Pharmaceuticals,NASDAQ
SWTX,"SpringWorks Therapeutics, Inc.",2019,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),NASDAQ
FUND,"Sprott Focus Trust, Inc.",n/a,Consumer Services,Miscellaneous,NASDAQ
SPT,"Sprout Social, Inc",2019,Technology,Computer Software: Prepackaged Software,NASDAQ
SFM,"Sprouts Farmers Market, Inc.",2013,Consumer Services,Food Chains,NASDAQ
SPSC,"SPS Commerce, Inc.",2010,Technology,Computer Software: Prepackaged Software,NASDAQ
SRAX,"SRAX, Inc.",n/a,Technology,Advertising,NASDAQ
SSNC,"SS&C Technologies Holdings, Inc.",2010,Technology,Computer Software: Prepackaged Software,NASDAQ
SSRM,SSR Mining Inc.,n/a,Basic Industries,Precious Metals,NASDAQ
STAA,STAAR Surgical Company,n/a,Health Care,Ophthalmic Goods,NASDAQ
SRAC,Stable Road Acquisition Corp.,2019,Finance,Business Services,NASDAQ
SRACU,Stable Road Acquisition Corp.,2019,Finance,Business Services,NASDAQ
SRACW,Stable Road Acquisition Corp.,2019,Finance,Business Services,NASDAQ
STAF,"Staffing 360 Solutions, Inc.",n/a,Technology,Professional Services,NASDAQ
STMP,Stamps.com Inc.,1999,Miscellaneous,Business Services,NASDAQ
STND,Standard AVB Financial Corp.,n/a,Finance,Major Banks,NASDAQ
SBLK,Star Bulk Carriers Corp.,n/a,Transportation,Marine Transportation,NASDAQ
SBLKZ,Star Bulk Carriers Corp.,n/a,Transportation,Marine Transportation,NASDAQ
SBUX,Starbucks Corporation,1992,Consumer Services,Restaurants,NASDAQ
STFC,State Auto Financial Corporation,1991,Finance,Property-Casualty Insurers,NASDAQ
MITO,Stealth BioTherapeutics Corp.,2019,Health Care,Major Pharmaceuticals,NASDAQ
GASS,"StealthGas, Inc.",2005,Transportation,Marine Transportation,NASDAQ
